disco_name,feeder_id,month,season,peak_load_kw,average_load_kw,load_growth_rate_pct,transformer_capacity_kva,transformer_loading_ratio_pct,feeder_capacity_kw,voltage_deviation_pct,technical_losses_pct,power_factor,connected_customers,network_type,solar_irradiance_index,proposed_dg_kw,dg_type,coincidence_factor,available_capacity_kw,hosting_capacity_kw,voltage_rise_risk_pct,thermal_overload_risk_pct,reverse_power_flow_flag,constraint_flag
KEDCO,FDR_000,2023-06,Rainy,2625.4564378385294,1733.5132939793812,2.284043529063147,3473.5502720719383,75.58423607534175,4708.280698525708,6.541994793033372,6.42206821012098,0.8456743219443023,1310,Radial,0.40057697580471935,274.73179702590875,Solar,0.4243365894048339,2082.824260687179,2006.7307762197904,1.982343608659242,-38.402393133175636,0,0
KEDCO,FDR_000,2023-07,Rainy,2874.9652258145707,1946.1913508984824,2.284043529063147,4858.206630730655,59.17749993647733,4708.280698525708,4.880275802110851,9.784822007985676,0.9333936048705326,9951,Ring,0.6871895061759292,88.40822336564658,Hybrid,0.7750907036817798,1833.3154727111378,1607.7934132296791,0.6066074101118593,-37.06039127811282,0,0
KEDCO,FDR_000,2023-08,Rainy,2764.7048427101613,2336.4954166660214,2.284043529063147,4326.355864705189,63.903777894575875,4708.280698525708,5.28467784139467,10.058194026744939,0.9547801173285564,5171,Radial,0.5546577286489129,554.8156085422256,Solar,0.35460125463079817,1943.5758558155471,1784.0454193893954,1.8251298733107368,-29.496122601784986,0,0
KEDCO,FDR_000,2023-09,Rainy,2866.915952425934,2049.3767443047636,2.284043529063147,4888.822329581961,58.642261042672864,4708.280698525708,4.084480449352485,7.882177119706627,0.8985404888601956,5781,Radial,0.607567096526159,66.23597785186585,Solar,0.3275167598427798,1841.3647460997745,1631.8942327117963,0.4011670310416864,-37.70227142157752,0,0
KEDCO,FDR_000,2023-10,Rainy,2757.506872655523,1930.4619609176802,2.284043529063147,4463.302124765543,61.78176595653099,4708.280698525708,5.091416329185265,14.757993143430939,0.9023290172419632,4133,Ring,0.3720269089397194,696.5014662270789,Solar,0.5469967286145169,1950.7738258701856,1877.2204478233825,4.436823768639929,-26.639710755475004,0,0
KEDCO,FDR_000,2023-11,Dry,2633.8524699407963,1601.2536916858232,2.284043529063147,4027.764067399112,65.39242184663463,4708.280698525708,3.9805970798609325,8.894244882120262,0.8156893996588869,7736,Radial,0.8137694014930092,355.9914842719861,Solar,0.8365303577375556,2074.428228584912,1532.223553554801,2.9642677168827465,-36.49817957648565,0,0
KEDCO,FDR_000,2023-12,Dry,2535.037731015492,1760.1311779271086,2.284043529063147,3045.9923680538604,83.22534743037369,4708.280698525708,5.219543875923995,14.316375831966898,0.8401398106299588,11639,Radial,0.9473204428142348,84.51700768068193,Wind,0.6583668493532584,2173.242967510216,2164.2829013847436,0.5487147967795971,-44.3628172059404,0,0
KEDCO,FDR_000,2024-01,Dry,2488.2004932892473,1584.821416313343,2.284043529063147,3184.5735563730045,78.1329257824751,4708.280698525708,7.2032898864483395,9.187320037138129,0.867517851525694,2468,Ring,0.8748662021613325,844.4406726336288,Solar,0.7497697392051526,2220.080205236461,1574.351330593961,6.511656040676556,-29.217449440378157,0,0
KEDCO,FDR_000,2024-02,Dry,2766.9774658903534,2241.7428761025203,2.284043529063147,3468.4687795121054,79.77518731708383,4708.280698525708,4.130625819675829,11.839405562624183,0.8815289572982226,9178,Ring,0.8141342256062094,233.21641154980122,Solar,0.5057561185669561,1941.303232635355,1634.948076686087,0.9402524178018691,-36.27835574077821,0,0
KEDCO,FDR_000,2024-03,Dry,2784.5454911961724,2063.6674171048494,2.284043529063147,3974.2803541041253,70.06414352023889,4708.280698525708,4.989486187093641,8.973136331528226,0.9587276100391786,1105,Radial,0.7349787335487672,899.6473971450123,Solar,0.6645331333761437,1923.735207329536,1487.6358755875021,4.946721725549278,-21.750780715032427,0,0
KEDCO,FDR_000,2024-04,Rainy,2735.6431877895334,2223.2691993538333,2.284043529063147,3427.0293341659894,79.82549669232074,4708.280698525708,2.1094548885701663,12.272653161297793,0.969533440910627,13552,Radial,0.6223459546964574,55.65348935697534,Hybrid,0.8053884211789091,1972.637510736175,1411.403681677338,0.22138983403535253,-40.71516003664479,0,0
KEDCO,FDR_000,2024-05,Rainy,2475.6577610872405,2088.877804033959,2.284043529063147,3699.744927774348,66.91428218475914,4708.280698525708,4.859716904758471,13.547243028323622,0.834863185225408,14551,Ring,0.5891584386487103,820.8614731533526,Solar,0.7310743625019323,2232.622937438468,1921.1966403076035,2.723835525605895,-29.984649486322606,0,0
KEDCO,FDR_000,2024-06,Rainy,2882.7325701489262,2111.4863150375227,2.284043529063147,4682.53222296098,61.5635394031745,4708.280698525708,3.9238531529570855,11.344947878021088,0.8627691818566824,7359,Radial,0.6071118005771354,87.29017958967545,Solar,0.6036623738156082,1825.5481283767822,1788.3148013019866,0.49601150901779195,-36.91916561668472,0,0
KEDCO,FDR_000,2024-07,Rainy,2593.338859724583,1999.8348151793948,2.284043529063147,3248.72970411921,79.82624274455252,4708.280698525708,5.6366112863350315,13.148605049698162,0.8181388725192842,12910,Ring,0.3555299093768081,2.7108994143296705,Solar,0.3700176384850088,2114.9418388011254,1780.6749857541572,0.01317696741981815,-44.86204359158521,0,0
KEDCO,FDR_000,2024-08,Rainy,3002.2967597339803,2545.1441449136164,2.284043529063147,3972.041873718237,75.58572782425186,4708.280698525708,6.68908689050849,13.451467984597429,0.9275853272101033,12193,Ring,0.45169143398552014,926.4494235897112,Solar,0.7329579304507663,1705.9839387917282,1218.8033641976017,2.9961735057460768,-16.556670366873217,0,0
KEDCO,FDR_000,2024-09,Rainy,2621.9210660705758,1988.5688718974864,2.284043529063147,4574.51727886368,57.315797629293606,4708.280698525708,6.282694729131956,14.097007007629559,0.9060972625109124,8556,Radial,0.42647863291859783,588.3066757950567,Solar,0.7097892380502795,2086.3596324551327,1743.3299380270553,3.018332613278664,-31.817409635945403,0,0
KEDCO,FDR_000,2024-10,Rainy,2693.240686806409,1879.5332989217243,2.284043529063147,4091.3409464947927,65.82782324982743,4708.280698525708,3.9968947154749057,12.574942231283714,0.9179319932585676,3334,Ring,0.32664764495632675,229.02539092479634,Solar,0.6257095863680453,2015.0400117192994,1671.391950584369,1.4696515558077214,-37.93347795414477,0,0
KEDCO,FDR_000,2024-11,Dry,2912.8839773719706,2165.1108677779284,2.284043529063147,5239.158474006499,55.598317779924386,4708.280698525708,3.22726755901678,12.426576740012528,0.8839768528122467,11564,Radial,0.9009612480155291,706.980461243459,Solar,0.7671431634304506,1795.3967211537379,1333.869159595335,3.854710098565196,-23.117063947591138,0,0
KEDCO,FDR_000,2024-12,Dry,2716.4586225115013,1940.2307200462412,2.284043529063147,4244.126288548846,64.0051317473947,4708.280698525708,6.631291883589471,6.1098276508624005,0.9017352592048886,8917,Ring,0.8009153389850121,539.8606371128367,Solar,0.5918144891973647,1991.8220760142071,1638.6452381557006,3.276464538486651,-30.838463801786908,0,0
KEDCO,FDR_000,2025-01,Dry,2971.472934639711,2495.349959369364,2.284043529063147,4176.448457365822,71.1483205161805,4708.280698525708,7.471114453057789,7.252045747287557,0.8171350825127007,4584,Ring,0.6909403932119949,423.59686242048286,Solar,0.4727577698854357,1736.8077638859972,1536.1805521543781,1.4415766786902355,-27.89151678821351,0,0
KEDCO,FDR_000,2025-02,Dry,2572.1097198461384,2134.0476190128284,2.284043529063147,4305.84228860415,59.735344386706615,4708.280698525708,2.4135292362033125,6.695889589399085,0.8177219842288077,12766,Meshed,0.609209041915055,651.3672109882461,Solar,0.7627480011118428,2136.17097867957,1735.277076132075,2.356186900884888,-31.53600778637213,0,0
KEDCO,FDR_000,2025-03,Dry,2651.814911529107,1700.821386306436,2.284043529063147,3478.6309857779647,76.23156702653392,4708.280698525708,5.647366362765553,9.413751285469939,0.9265224408133591,3878,Ring,0.9349963156009968,332.14641265493896,Solar,0.4868665584273847,2056.4657869966013,1579.8154452316105,2.5298896084179106,-36.623121787993526,0,0
KEDCO,FDR_000,2025-04,Rainy,2588.571734476839,1821.3867533062498,2.284043529063147,4447.453271971425,58.20346108615553,4708.280698525708,5.522409344819403,6.2956200321909455,0.9551674086894519,4475,Radial,0.6691840927193939,465.7001223188132,Solar,0.5885021868534441,2119.7089640488693,2067.853288892271,2.9314594620369383,-35.129784047241955,0,0
KEDCO,FDR_000,2025-05,Rainy,2548.265769016516,1727.388566401067,2.284043529063147,4251.2652194622315,59.9413501032726,4708.280698525708,7.853247894096538,10.130900892153118,0.8947419127113081,13048,Radial,0.4110348690517672,220.09721408109706,Solar,0.4276084706047358,2160.0149295091924,1845.8453042431174,1.5058637295734822,-41.20225278912399,0,0
KEDCO,FDR_000,2025-06,Rainy,2702.693382472625,1831.0321493860954,2.284043529063147,3887.5294837973966,69.52213208252235,4708.280698525708,5.749855922306313,9.399533526961523,0.9422160182596966,9224,Radial,0.4707155621346997,799.7820220742694,Wind,0.5096321994295998,2005.5873160530832,1685.6350660654705,5.478482060528554,-25.610310242470984,0,0
KEDCO,FDR_000,2025-07,Rainy,2836.44435557911,2080.855212363121,2.284043529063147,4222.480744139593,67.17483222429914,4708.280698525708,2.4530201828233356,12.779215986727058,0.8462913153024509,13564,Radial,0.49880477952849955,765.3562810662406,Wind,0.3617888875987893,1871.8363429465985,1498.0471786448459,4.330247751768269,-23.500724207603575,0,0
KEDCO,FDR_000,2025-08,Rainy,3096.867448906385,2508.2991650451495,2.284043529063147,5327.219790958447,58.132901784200875,4708.280698525708,5.0330472746362025,11.355440817303785,0.8576761118023525,8972,Ring,0.46319379814593786,551.7225952593398,Solar,0.45233313842598255,1611.4132496193233,1222.7950489145098,2.2270638172497708,-22.50695577032613,0,0
KEDCO,FDR_000,2025-09,Rainy,2956.5295325857232,2369.1520905581724,2.284043529063147,5301.758945244134,55.7650689727762,4708.280698525708,2.846491092666281,9.657530774461698,0.855078310388156,2216,Radial,0.5412789608707917,806.850148962586,Wind,0.8775895911329248,1751.7511659399852,1722.5370675295046,3.4045959556233907,-20.068918517820606,0,0
KEDCO,FDR_000,2025-10,Rainy,3034.33272095853,1913.7361159953857,2.284043529063147,5236.853027661435,57.941911008977456,4708.280698525708,4.01519514289901,13.425965982803937,0.8617200660731654,1479,Ring,0.5571702254457013,703.9461351385095,Solar,0.8463744021241824,1673.9479775671784,1485.50894413457,5.521577651396406,-20.602039354459116,0,0
KEDCO,FDR_000,2025-11,Dry,2997.8177211066154,2070.5611439391937,2.284043529063147,5146.176246942982,58.25330453630362,4708.280698525708,5.394659719799363,14.868305810175611,0.8800811269579485,3549,Radial,0.6878042100323835,974.5472651988699,Solar,0.7678552648728185,1710.462977419093,1255.9440070645603,6.402288793655339,-15.630242955791879,0,0
KEDCO,FDR_000,2025-12,Dry,2985.1566566610177,2312.635081632416,2.284043529063147,4303.192953362846,69.37073677647167,4708.280698525708,7.403433807418314,12.220996718486889,0.9161412555957318,12516,Radial,0.6872092429976346,645.0541677693294,Wind,0.5530223607319691,1723.1240418646908,1274.5653251723313,3.0865472740569166,-22.897315243607597,0,0
BEDC,FDR_001,2020-01,Dry,1263.2959634811225,823.1703679366259,4.879246017610554,1524.2897477529802,82.87767895463448,2163.718622527383,5.60310116260192,11.9853300709163,0.8298131173659865,13801,Radial,0.6547542520275229,900.0186418481051,Solar,0.8243340465375093,900.4226590462606,791.6731495339617,14.491796914348534,-0.018672353879527148,1,1
BEDC,FDR_001,2020-02,Dry,1194.3542036846125,730.6360221727422,4.879246017610554,1552.3857887075321,76.93668754073009,2163.718622527383,4.335773684251859,8.598243630936299,0.8604643617990414,11066,Radial,0.8952134465705481,82.79866792512647,Solar,0.661891265679833,969.3644188427706,749.9049023258868,1.485742506611262,-40.97417019418495,0,0
BEDC,FDR_001,2020-03,Dry,1188.8634300106166,910.5716525194152,4.879246017610554,2094.89368635049,56.750537640968936,2163.718622527383,5.570467584201529,6.4628323213582535,0.8843822620242102,9355,Radial,0.8930288388841001,214.94037859075675,Wind,0.3187098810367708,974.8551925167665,759.099474380576,2.3253355601214207,-35.12077799831352,0,0
BEDC,FDR_001,2020-04,Rainy,1104.9729990197593,683.7401044179327,4.879246017610554,1808.7449471005696,61.09059216950619,2163.718622527383,6.914613906045198,13.194742910720812,0.9180984000452526,4810,Radial,0.49819652648247936,688.402396427736,Solar,0.5608964031622478,1058.7456235076238,819.3850587499219,12.128642725839203,-17.11605304054275,1,1
BEDC,FDR_001,2020-05,Rainy,1105.7521909250079,917.0316885131616,4.879246017610554,1417.6751296488105,77.99757277246778,2163.718622527383,7.23767501525845,12.590023977686052,0.9371153951364464,10222,Radial,0.680094941528321,446.00577295795574,Wind,0.4110797573031718,1057.9664316023752,912.5704055956111,3.5180416170311464,-28.282820708434087,0,0
BEDC,FDR_001,2020-06,Rainy,1148.3726512087474,829.5341514919029,4.879246017610554,1530.4657053553672,75.03419692387688,2163.718622527383,7.5514899044939945,7.625178106146002,0.896550689193947,13816,Radial,0.6950672031986588,944.0593396866133,Solar,0.32365608682110353,1015.3459713186357,925.6630525859217,12.113968107724975,-3.2946350273934564,1,1
